,label,gry,b,g,r,h,s,v,l,a,bl,gry_std,b_std,g_std,r_std,h_std,s_std,v_std,l_std,a_std,bl_std,gry_min,b_min,g_min,r_min,h_min,s_min,v_min,l_min,a_min,bl_min,orb_gry1,orb_gry2,orb_gry3,orb_gry4,orb_gry5,orb_gry6,orb_gry7,orb_gry8,orb_gry9,orb_gry10,orb_gry11,orb_gry12,orb_gry13,orb_gry14,orb_gry15,orb_gry16,orb_gry17,orb_gry18,orb_gry19,orb_gry20,orb_b1,orb_b2,orb_b3,orb_b4,orb_b5,orb_b6,orb_b7,orb_b8,orb_b9,orb_b10,orb_b11,orb_b12,orb_b13,orb_b14,orb_b15,orb_b16,orb_b17,orb_b18,orb_b19,orb_b20,orb_g1,orb_g2,orb_g3,orb_g4,orb_g5,orb_g6,orb_g7,orb_g8,orb_g9,orb_g10,orb_g11,orb_g12,orb_g13,orb_g14,orb_g15,orb_g16,orb_g17,orb_g18,orb_g19,orb_g20,orb_r1,orb_r2,orb_r3,orb_r4,orb_r5,orb_r6,orb_r7,orb_r8,orb_r9,orb_r10,orb_r11,orb_r12,orb_r13,orb_r14,orb_r15,orb_r16,orb_r17,orb_r18,orb_r19,orb_r20,orb_l1,orb_l2,orb_l3,orb_l4,orb_l5,orb_l6,orb_l7,orb_l8,orb_l9,orb_l10,orb_l11,orb_l12,orb_l13,orb_l14,orb_l15,orb_l16,orb_l17,orb_l18,orb_l19,orb_l20,orb_a1,orb_a2,orb_a3,orb_a4,orb_a5,orb_a6,orb_a7,orb_a8,orb_a9,orb_a10,orb_a11,orb_a12,orb_a13,orb_a14,orb_a15,orb_a16,orb_a17,orb_a18,orb_a19,orb_a20,orb_bl1,orb_bl2,orb_bl3,orb_bl4,orb_bl5,orb_bl6,orb_bl7,orb_bl8,orb_bl9,orb_bl10,orb_bl11,orb_bl12,orb_bl13,orb_bl14,orb_bl15,orb_bl16,orb_bl17,orb_bl18,orb_bl19,orb_bl20,orb_h1,orb_h2,orb_h3,orb_h4,orb_h5,orb_h6,orb_h7,orb_h8,orb_h9,orb_h10,orb_h11,orb_h12,orb_h13,orb_h14,orb_h15,orb_h16,orb_h17,orb_h18,orb_h19,orb_h20,orb_s1,orb_s2,orb_s3,orb_s4,orb_s5,orb_s6,orb_s7,orb_s8,orb_s9,orb_s10,orb_s11,orb_s12,orb_s13,orb_s14,orb_s15,orb_s16,orb_s17,orb_s18,orb_s19,orb_s20,orb_v1,orb_v2,orb_v3,orb_v4,orb_v5,orb_v6,orb_v7,orb_v8,orb_v9,orb_v10,orb_v11,orb_v12,orb_v13,orb_v14,orb_v15,orb_v16,orb_v17,orb_v18,orb_v19,orb_v20
212,3,77.80398617042913,38.67165344722392,92.57365059995932,63.74874110229815,46.36414073622127,149.9416717510677,92.57424445800284,91.5199918649583,106.97654667480171,155.09784014643077,15.43680170344935,13.333903773572345,16.555387824213426,15.660360900702539,2.5341568708922755,25.78872936823265,16.55734223610672,17.082054688873633,3.092601580514688,5.362499270521947,23.0,5.0,26.0,18.0,24.0,31.0,26.0,21.0,98.0,132.0,8.0,6.0,9.0,11.0,13.0,9.0,8.0,8.0,4.0,14.0,15.0,14.0,15.0,12.0,13.0,8.0,5.0,7.0,6.0,22.0,7.0,8.0,9.0,15.0,12.0,10.0,9.0,11.0,9.0,24.0,5.0,14.0,8.0,5.0,18.0,14.0,11.0,10.0,7.0,2.0,1.0,12.0,20.0,35.0,8.0,22.0,3.0,2.0,12.0,1.0,18.0,15.0,11.0,3.0,8.0,9.0,8.0,11.0,17.0,13.0,1.0,11.0,1.0,16.0,16.0,14.0,3.0,24.0,11.0,9.0,11.0,23.0,14.0,10.0,7.0,8.0,10.0,11.0,6.0,3.0,10.0,18.0,18.0,29.0,6.0,11.0,2.0,11.0,21.0,5.0,30.0,9.0,8.0,5.0,4.0,18.0,15.0,10.0,8.0,1.0,1.0,6.0,10.0,15.0,6.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,5.0,9.0,5.0,8.0,1.0,4.0,6.0,10.0,9.0,1.0,4.0,0.0,24.0,1.0,1.0,1.0,8.0,2.0,14.0,0.0,19.0,10.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,45.0,24.0,15.0,18.0,19.0,45.0,26.0,29.0,24.0,10.0,9.0,14.0,11.0,38.0,13.0,21.0,8.0,24.0,21.0,52.0,6.0,5.0,2.0,8.0,37.0,22.0,8.0,11.0,8.0,1.0,14.0,11.0,15.0,6.0,12.0,33.0,8.0,8.0,2.0,12.0
213,3,64.59797730996837,43.34385845880848,72.84417041528812,56.53044472044503,47.177376765157135,108.58667926064312,72.89525429743355,73.13748134386775,115.35996159185079,143.4842192604344,20.32353959979128,19.0124490201006,21.003968389196498,20.637644117476558,4.305356076644516,36.41522148561923,21.146589091875512,22.982637747800336,3.4199269272068458,5.20313303501266,16.0,1.0,21.0,10.0,16.0,10.0,21.0,14.0,98.0,122.0,26.0,20.0,16.0,22.0,10.0,14.0,20.0,14.0,34.0,11.0,28.0,18.0,7.0,28.0,15.0,16.0,8.0,14.0,19.0,37.0,13.0,20.0,21.0,28.0,17.0,13.0,42.0,26.0,25.0,13.0,23.0,22.0,9.0,17.0,21.0,11.0,31.0,28.0,37.0,12.0,4.0,21.0,12.0,25.0,22.0,39.0,7.0,25.0,19.0,10.0,33.0,15.0,35.0,24.0,24.0,8.0,20.0,11.0,30.0,7.0,14.0,30.0,29.0,33.0,18.0,13.0,16.0,30.0,9.0,40.0,21.0,28.0,14.0,4.0,21.0,14.0,12.0,8.0,20.0,25.0,22.0,20.0,30.0,16.0,13.0,34.0,14.0,19.0,33.0,36.0,36.0,15.0,9.0,6.0,33.0,27.0,11.0,22.0,20.0,12.0,11.0,24.0,15.0,25.0,31.0,10.0,3.0,12.0,2.0,7.0,0.0,0.0,1.0,13.0,13.0,17.0,7.0,15.0,13.0,6.0,4.0,11.0,23.0,14.0,12.0,16.0,6.0,10.0,22.0,0.0,24.0,3.0,2.0,18.0,23.0,3.0,15.0,0.0,26.0,19.0,4.0,4.0,4.0,13.0,8.0,2.0,6.0,4.0,6.0,3.0,1.0,6.0,6.0,4.0,5.0,3.0,7.0,13.0,5.0,4.0,55.0,33.0,20.0,13.0,36.0,26.0,15.0,14.0,24.0,16.0,21.0,16.0,17.0,22.0,15.0,35.0,11.0,19.0,48.0,44.0,19.0,14.0,19.0,26.0,25.0,35.0,18.0,14.0,14.0,10.0,23.0,13.0,28.0,11.0,24.0,34.0,24.0,13.0,18.0,12.0
214,1,84.80647920608341,37.40038279454518,98.99415001196094,75.0300110910554,42.14812720643136,162.08836599032975,98.99744108329891,98.3308179109671,108.24984595756405,159.09960927589182,26.17074011380949,16.478973592197253,28.444843505634452,26.3837209486622,2.9752610770427936,23.694499715465213,28.450034222683023,29.511591487032327,3.699538577864384,7.364394471473348,9.0,1.0,11.0,5.0,19.0,18.0,11.0,7.0,99.0,118.0,12.0,7.0,18.0,34.0,13.0,8.0,25.0,15.0,17.0,39.0,32.0,15.0,22.0,22.0,14.0,15.0,15.0,23.0,10.0,27.0,14.0,19.0,19.0,32.0,15.0,12.0,33.0,8.0,18.0,15.0,18.0,11.0,27.0,14.0,12.0,19.0,28.0,22.0,24.0,7.0,26.0,11.0,24.0,18.0,30.0,14.0,20.0,14.0,21.0,23.0,18.0,24.0,26.0,18.0,33.0,21.0,20.0,36.0,12.0,25.0,20.0,20.0,7.0,22.0,46.0,14.0,14.0,24.0,29.0,25.0,27.0,16.0,6.0,17.0,14.0,20.0,14.0,15.0,18.0,28.0,16.0,17.0,18.0,23.0,33.0,28.0,14.0,24.0,11.0,30.0,34.0,32.0,48.0,28.0,9.0,24.0,20.0,14.0,10.0,10.0,16.0,12.0,21.0,20.0,10.0,4.0,6.0,10.0,1.0,8.0,3.0,2.0,0.0,6.0,8.0,4.0,3.0,9.0,9.0,14.0,5.0,16.0,16.0,18.0,8.0,7.0,8.0,5.0,11.0,0.0,18.0,3.0,7.0,16.0,39.0,18.0,16.0,1.0,30.0,10.0,1.0,2.0,7.0,3.0,5.0,5.0,2.0,1.0,5.0,5.0,7.0,3.0,4.0,0.0,0.0,3.0,4.0,3.0,3.0,10.0,21.0,20.0,41.0,16.0,19.0,26.0,14.0,19.0,25.0,37.0,21.0,59.0,12.0,23.0,30.0,34.0,24.0,18.0,14.0,27.0,23.0,11.0,19.0,28.0,26.0,10.0,21.0,47.0,34.0,9.0,18.0,14.0,13.0,9.0,33.0,26.0,20.0,24.0,31.0,18.0
215,3,95.21716854029236,35.85452991177277,113.582963715639,81.81664811857873,42.45331526910857,175.13953538383788,113.5907539125713,112.23384031440355,103.45571845615393,165.82519636780052,12.915408666586904,10.673156148736844,13.730903235706652,14.049836943469241,2.105103972544102,19.06692484069032,13.727684419430098,13.794660654304074,2.2693902533212755,4.7061478843932685,37.0,1.0,51.0,23.0,20.0,30.0,51.0,46.0,95.0,139.0,18.0,5.0,7.0,6.0,9.0,4.0,12.0,18.0,13.0,3.0,9.0,14.0,9.0,3.0,10.0,12.0,7.0,10.0,5.0,14.0,22.0,29.0,8.0,20.0,4.0,12.0,19.0,21.0,7.0,27.0,23.0,5.0,15.0,15.0,20.0,11.0,0.0,4.0,4.0,15.0,6.0,7.0,61.0,48.0,9.0,6.0,7.0,5.0,4.0,1.0,9.0,30.0,29.0,7.0,9.0,4.0,8.0,12.0,8.0,12.0,5.0,10.0,26.0,6.0,1.0,18.0,17.0,11.0,30.0,16.0,5.0,52.0,7.0,23.0,4.0,33.0,11.0,38.0,6.0,2.0,9.0,44.0,14.0,27.0,36.0,5.0,10.0,6.0,4.0,7.0,61.0,7.0,6.0,7.0,9.0,13.0,3.0,8.0,9.0,5.0,0.0,14.0,30.0,40.0,24.0,4.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,10.0,19.0,1.0,0.0,7.0,1.0,31.0,19.0,12.0,16.0,9.0,6.0,2.0,34.0,0.0,0.0,1.0,18.0,0.0,10.0,0.0,28.0,9.0,0.0,4.0,0.0,3.0,7.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,2.0,0.0,3.0,10.0,0.0,0.0,3.0,1.0,7.0,27.0,36.0,36.0,12.0,15.0,11.0,9.0,22.0,41.0,15.0,15.0,41.0,33.0,14.0,16.0,14.0,24.0,25.0,28.0,5.0,5.0,13.0,10.0,51.0,5.0,12.0,11.0,37.0,8.0,9.0,3.0,11.0,16.0,7.0,47.0,5.0,14.0,5.0,6.0
216,2,77.33101846379347,30.95826536160957,92.84487812950658,64.52898413674082,43.924348093335546,171.06600628856475,92.84510863140972,91.67975011229579,106.27132438119105,159.1750750608761,13.963020545221312,9.669381581030708,15.217881148860288,14.448660215220732,2.2025869450047897,18.67130187381861,15.218639845868774,15.549299578819282,2.452534477330493,4.535061853461423,25.0,1.0,35.0,14.0,24.0,57.0,35.0,28.0,95.0,143.0,6.0,5.0,19.0,9.0,7.0,6.0,29.0,14.0,9.0,22.0,26.0,13.0,5.0,4.0,9.0,20.0,5.0,3.0,8.0,19.0,16.0,38.0,17.0,13.0,5.0,5.0,12.0,32.0,5.0,13.0,5.0,5.0,9.0,9.0,10.0,19.0,23.0,9.0,12.0,20.0,7.0,23.0,26.0,54.0,5.0,12.0,7.0,12.0,5.0,10.0,19.0,34.0,41.0,2.0,5.0,7.0,12.0,21.0,12.0,1.0,11.0,12.0,14.0,4.0,9.0,40.0,7.0,23.0,49.0,6.0,12.0,33.0,10.0,27.0,11.0,14.0,7.0,23.0,11.0,5.0,10.0,25.0,18.0,54.0,24.0,9.0,8.0,20.0,4.0,17.0,52.0,9.0,15.0,12.0,8.0,25.0,6.0,5.0,11.0,4.0,14.0,11.0,1.0,26.0,20.0,7.0,12.0,2.0,4.0,9.0,0.0,0.0,0.0,11.0,4.0,8.0,7.0,28.0,11.0,13.0,18.0,6.0,7.0,14.0,11.0,16.0,13.0,12.0,20.0,0.0,27.0,0.0,5.0,19.0,6.0,3.0,14.0,0.0,16.0,23.0,0.0,4.0,3.0,6.0,10.0,6.0,0.0,0.0,7.0,2.0,7.0,1.0,6.0,0.0,1.0,11.0,0.0,0.0,5.0,6.0,16.0,24.0,37.0,47.0,10.0,23.0,13.0,9.0,27.0,23.0,25.0,27.0,33.0,22.0,35.0,22.0,15.0,14.0,24.0,32.0,14.0,7.0,23.0,2.0,69.0,11.0,16.0,23.0,22.0,8.0,16.0,5.0,14.0,17.0,7.0,37.0,7.0,9.0,5.0,3.0
217,3,85.63185698013976,36.936505629881026,101.4881574568414,73.06296492469802,43.467865998565685,164.29641278516553,101.4883871360873,100.66491204222349,106.04804983570902,160.19381647222053,15.66299737655319,14.934361473609064,15.45581351483873,17.815443686839306,2.7810825720372683,26.62543360030388,15.456810212189056,16.249271272286872,2.584793166538253,4.797911848696847,40.0,1.0,55.0,24.0,29.0,10.0,55.0,51.0,96.0,121.0,19.0,17.0,1.0,4.0,8.0,16.0,15.0,38.0,17.0,9.0,6.0,13.0,9.0,7.0,16.0,27.0,10.0,4.0,9.0,44.0,1.0,7.0,29.0,23.0,39.0,9.0,22.0,10.0,12.0,12.0,16.0,34.0,18.0,47.0,5.0,20.0,19.0,42.0,16.0,5.0,17.0,14.0,33.0,14.0,8.0,21.0,6.0,4.0,12.0,2.0,26.0,20.0,18.0,8.0,17.0,9.0,32.0,2.0,37.0,8.0,14.0,24.0,12.0,9.0,16.0,9.0,4.0,67.0,7.0,10.0,26.0,22.0,9.0,21.0,22.0,17.0,29.0,11.0,10.0,14.0,23.0,20.0,16.0,13.0,22.0,14.0,11.0,15.0,12.0,20.0,23.0,21.0,6.0,2.0,12.0,49.0,7.0,12.0,25.0,1.0,0.0,11.0,12.0,23.0,7.0,6.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,15.0,10.0,6.0,4.0,8.0,0.0,20.0,18.0,10.0,10.0,18.0,23.0,0.0,20.0,1.0,1.0,4.0,22.0,2.0,7.0,0.0,8.0,6.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,7.0,2.0,17.0,38.0,14.0,13.0,16.0,40.0,27.0,11.0,25.0,22.0,10.0,28.0,21.0,18.0,17.0,35.0,5.0,33.0,7.0,103.0,7.0,17.0,10.0,13.0,15.0,24.0,27.0,6.0,23.0,4.0,18.0,7.0,42.0,17.0,13.0,26.0,15.0,2.0,10.0,12.0
218,3,75.27690173672703,36.0734190008663,90.33648054948229,60.66760859700507,46.567298172517646,154.06556557072727,90.34241058537191,89.10476568623406,106.52856214677612,155.36458891959904,11.185743493481194,10.04308420693029,12.291952623913346,11.014752392877766,2.9400417701942163,18.918545822699613,12.321331055972008,12.44122738449569,2.7460531493697724,3.9852340962468813,39.0,1.0,53.0,22.0,23.0,52.0,53.0,49.0,92.0,126.0,4.0,10.0,3.0,4.0,3.0,6.0,13.0,15.0,7.0,4.0,8.0,10.0,11.0,5.0,16.0,12.0,7.0,15.0,3.0,8.0,7.0,13.0,15.0,17.0,9.0,13.0,13.0,14.0,12.0,13.0,13.0,18.0,22.0,17.0,6.0,12.0,8.0,11.0,8.0,15.0,4.0,10.0,14.0,32.0,13.0,6.0,6.0,3.0,8.0,7.0,19.0,12.0,45.0,2.0,7.0,5.0,12.0,14.0,16.0,15.0,7.0,17.0,7.0,11.0,4.0,12.0,5.0,13.0,44.0,5.0,14.0,20.0,11.0,8.0,6.0,6.0,15.0,8.0,7.0,13.0,18.0,5.0,14.0,29.0,11.0,11.0,2.0,8.0,6.0,11.0,55.0,10.0,9.0,9.0,8.0,11.0,0.0,15.0,15.0,2.0,2.0,1.0,8.0,13.0,23.0,2.0,4.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,6.0,10.0,9.0,1.0,14.0,5.0,23.0,11.0,6.0,10.0,3.0,17.0,0.0,38.0,0.0,0.0,0.0,9.0,3.0,11.0,0.0,15.0,10.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,15.0,33.0,38.0,18.0,23.0,20.0,9.0,25.0,33.0,11.0,29.0,28.0,14.0,12.0,30.0,32.0,11.0,21.0,42.0,35.0,7.0,4.0,31.0,4.0,32.0,10.0,17.0,16.0,5.0,3.0,19.0,8.0,14.0,3.0,8.0,34.0,4.0,14.0,8.0,8.0
219,3,80.23548455386141,33.984616735174434,96.4855245697645,65.96846746836161,44.864266056703826,167.12366721225985,96.50242418922619,95.14823955843096,105.35191792351023,159.1351556489547,14.664474493931756,13.704297670188202,15.152334830998337,15.63454442134902,2.4524704607589194,25.7635023081518,15.215945207995247,15.703023104422554,2.63093488606633,4.693066997082494,23.0,1.0,34.0,10.0,19.0,18.0,34.0,27.0,95.0,127.0,5.0,19.0,18.0,31.0,6.0,15.0,9.0,11.0,21.0,23.0,28.0,13.0,12.0,11.0,9.0,19.0,15.0,9.0,33.0,18.0,39.0,14.0,21.0,18.0,16.0,23.0,20.0,23.0,21.0,11.0,45.0,21.0,5.0,13.0,15.0,12.0,14.0,23.0,14.0,19.0,17.0,18.0,36.0,23.0,9.0,35.0,5.0,10.0,17.0,39.0,19.0,8.0,58.0,21.0,10.0,12.0,20.0,22.0,18.0,9.0,16.0,22.0,27.0,23.0,11.0,18.0,29.0,11.0,39.0,33.0,14.0,9.0,10.0,12.0,18.0,41.0,19.0,3.0,27.0,11.0,13.0,7.0,26.0,18.0,57.0,21.0,5.0,18.0,29.0,16.0,43.0,22.0,15.0,50.0,14.0,22.0,5.0,17.0,5.0,17.0,9.0,11.0,29.0,17.0,20.0,5.0,7.0,11.0,5.0,30.0,0.0,3.0,0.0,6.0,10.0,20.0,11.0,10.0,12.0,7.0,6.0,2.0,22.0,20.0,20.0,7.0,3.0,1.0,37.0,2.0,41.0,4.0,22.0,15.0,12.0,10.0,9.0,0.0,17.0,19.0,1.0,7.0,11.0,0.0,0.0,4.0,0.0,0.0,4.0,6.0,7.0,0.0,7.0,0.0,1.0,2.0,2.0,1.0,5.0,10.0,35.0,19.0,40.0,19.0,25.0,42.0,14.0,16.0,28.0,14.0,8.0,18.0,22.0,53.0,23.0,14.0,29.0,24.0,22.0,35.0,18.0,11.0,53.0,24.0,22.0,28.0,21.0,42.0,49.0,5.0,13.0,21.0,16.0,4.0,17.0,18.0,10.0,19.0,13.0,3.0
220,3,78.96060416566453,33.688330264153585,93.07782962143442,68.52657655490884,42.5456863113797,165.74163784169076,93.13306862457857,92.60784330874284,108.10990952383035,158.31587071834318,16.11683768184072,13.826390396638358,16.366766758721408,17.51945832955338,2.6800133738769443,24.460335982174286,16.565810201725455,17.338662927722808,2.3946759540807103,3.986150262094814,16.0,1.0,25.0,5.0,18.0,14.0,25.0,17.0,99.0,130.0,13.0,13.0,6.0,3.0,7.0,12.0,19.0,15.0,17.0,7.0,4.0,18.0,12.0,16.0,12.0,13.0,14.0,11.0,16.0,18.0,64.0,19.0,9.0,17.0,10.0,10.0,7.0,43.0,6.0,5.0,38.0,15.0,19.0,20.0,4.0,19.0,8.0,15.0,3.0,49.0,28.0,16.0,34.0,15.0,10.0,8.0,11.0,9.0,12.0,12.0,11.0,13.0,66.0,51.0,10.0,12.0,9.0,7.0,8.0,10.0,15.0,16.0,39.0,12.0,12.0,5.0,96.0,11.0,30.0,6.0,8.0,12.0,12.0,12.0,21.0,23.0,12.0,7.0,20.0,11.0,9.0,10.0,8.0,20.0,38.0,10.0,21.0,21.0,10.0,3.0,26.0,16.0,8.0,8.0,19.0,9.0,7.0,17.0,6.0,92.0,6.0,9.0,39.0,25.0,16.0,10.0,12.0,17.0,26.0,10.0,2.0,0.0,0.0,5.0,6.0,3.0,23.0,5.0,22.0,5.0,13.0,6.0,5.0,24.0,31.0,23.0,26.0,14.0,8.0,1.0,26.0,1.0,9.0,1.0,21.0,1.0,14.0,0.0,20.0,12.0,1.0,4.0,0.0,2.0,4.0,2.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,1.0,2.0,1.0,20.0,30.0,29.0,33.0,16.0,18.0,10.0,11.0,32.0,38.0,14.0,27.0,79.0,9.0,23.0,18.0,8.0,24.0,16.0,45.0,20.0,24.0,63.0,19.0,11.0,9.0,6.0,11.0,36.0,49.0,7.0,9.0,7.0,8.0,11.0,25.0,5.0,10.0,9.0,13.0
221,3,92.6192253283934,41.20204782755136,109.64987537891544,78.7826698102616,43.70908723475918,159.97995284607612,109.72295048837992,108.66001571797464,104.68912989783315,161.69279892219603,12.212873204314187,12.105885648957743,11.800994012331836,15.023241531486608,3.0530859161966437,21.739436847514845,12.119077291888905,12.410265156783788,2.8889243045152364,4.742447910520256,43.0,1.0,57.0,29.0,20.0,38.0,57.0,53.0,96.0,143.0,9.0,6.0,6.0,4.0,4.0,2.0,12.0,14.0,8.0,7.0,5.0,11.0,9.0,6.0,13.0,11.0,9.0,12.0,5.0,3.0,11.0,12.0,9.0,12.0,6.0,18.0,19.0,21.0,17.0,16.0,24.0,9.0,7.0,12.0,41.0,9.0,3.0,12.0,7.0,26.0,10.0,21.0,60.0,20.0,14.0,1.0,6.0,5.0,7.0,7.0,8.0,12.0,52.0,13.0,12.0,6.0,9.0,9.0,7.0,1.0,14.0,16.0,15.0,6.0,11.0,8.0,32.0,7.0,20.0,4.0,12.0,38.0,8.0,6.0,11.0,43.0,7.0,8.0,14.0,12.0,5.0,17.0,8.0,18.0,55.0,7.0,3.0,26.0,3.0,19.0,59.0,7.0,2.0,5.0,8.0,5.0,8.0,6.0,7.0,14.0,6.0,6.0,50.0,30.0,3.0,6.0,2.0,1.0,17.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,13.0,17.0,1.0,1.0,4.0,6.0,10.0,6.0,8.0,23.0,53.0,10.0,0.0,22.0,2.0,0.0,0.0,25.0,2.0,6.0,0.0,18.0,9.0,0.0,3.0,0.0,4.0,6.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,7.0,2.0,45.0,24.0,16.0,11.0,35.0,11.0,22.0,36.0,17.0,12.0,25.0,12.0,59.0,15.0,19.0,14.0,13.0,29.0,36.0,30.0,20.0,6.0,32.0,9.0,25.0,2.0,15.0,13.0,51.0,3.0,7.0,1.0,6.0,6.0,13.0,51.0,4.0,5.0,9.0,3.0
222,2,85.32707294722948,43.71880819366853,97.83857367443191,76.66846295471169,41.75718164927826,143.53233738829246,97.95939015880757,98.49521643729666,110.22802209350228,155.78872457944158,14.710817789180362,15.779072669035216,14.132582919529677,17.088617905632606,3.5494172726700084,29.31742031425839,14.322090409521008,15.193889499416489,3.5067899721325486,4.7359312383981225,31.0,1.0,33.0,27.0,8.0,18.0,35.0,32.0,99.0,131.0,47.0,23.0,6.0,7.0,13.0,17.0,20.0,25.0,13.0,3.0,5.0,16.0,20.0,5.0,21.0,32.0,12.0,12.0,8.0,42.0,38.0,26.0,20.0,17.0,23.0,16.0,14.0,41.0,8.0,69.0,24.0,21.0,12.0,19.0,47.0,16.0,9.0,23.0,3.0,20.0,21.0,16.0,62.0,67.0,9.0,9.0,7.0,27.0,8.0,22.0,18.0,53.0,39.0,36.0,3.0,1.0,15.0,12.0,16.0,5.0,8.0,10.0,44.0,13.0,11.0,29.0,29.0,18.0,22.0,14.0,17.0,45.0,10.0,12.0,31.0,45.0,15.0,68.0,19.0,12.0,9.0,47.0,13.0,52.0,85.0,5.0,32.0,19.0,9.0,7.0,38.0,13.0,4.0,7.0,23.0,29.0,9.0,13.0,4.0,30.0,2.0,20.0,5.0,26.0,27.0,12.0,21.0,37.0,9.0,3.0,0.0,0.0,1.0,1.0,37.0,4.0,1.0,13.0,15.0,28.0,11.0,26.0,15.0,19.0,27.0,7.0,14.0,5.0,21.0,1.0,30.0,0.0,3.0,4.0,29.0,1.0,32.0,0.0,29.0,27.0,3.0,16.0,4.0,2.0,19.0,18.0,5.0,0.0,8.0,6.0,6.0,7.0,5.0,2.0,1.0,8.0,1.0,2.0,15.0,4.0,13.0,16.0,31.0,97.0,12.0,39.0,16.0,18.0,26.0,25.0,15.0,15.0,48.0,15.0,14.0,21.0,7.0,21.0,19.0,32.0,14.0,20.0,24.0,18.0,78.0,9.0,18.0,3.0,75.0,34.0,15.0,6.0,26.0,25.0,7.0,38.0,5.0,6.0,9.0,11.0
223,3,81.21891518256486,30.963120523006662,98.43534070223507,66.60105341515441,44.47487504769769,175.90511131545531,98.44581229943512,96.79454651228257,104.31837033422786,161.33570414297418,15.609855588595504,11.489742652238345,16.632283905820415,16.78772371936039,2.575058293313253,21.8106815493959,16.667529240421725,17.063360800048038,2.4847506487872897,5.369829009907427,26.0,1.0,28.0,15.0,22.0,18.0,29.0,26.0,96.0,135.0,24.0,4.0,3.0,7.0,7.0,10.0,23.0,11.0,9.0,16.0,19.0,20.0,20.0,9.0,12.0,7.0,7.0,16.0,12.0,13.0,79.0,41.0,8.0,19.0,10.0,23.0,8.0,59.0,2.0,2.0,26.0,6.0,7.0,11.0,7.0,15.0,3.0,10.0,7.0,43.0,12.0,18.0,21.0,23.0,15.0,16.0,9.0,10.0,5.0,12.0,35.0,5.0,134.0,17.0,8.0,1.0,10.0,9.0,13.0,7.0,10.0,17.0,46.0,13.0,4.0,6.0,97.0,17.0,70.0,10.0,7.0,18.0,14.0,14.0,5.0,31.0,17.0,9.0,0.0,6.0,12.0,7.0,21.0,44.0,30.0,6.0,7.0,14.0,8.0,10.0,77.0,18.0,3.0,7.0,9.0,21.0,4.0,10.0,14.0,72.0,4.0,5.0,51.0,22.0,12.0,3.0,16.0,24.0,10.0,5.0,0.0,0.0,0.0,3.0,13.0,0.0,18.0,12.0,17.0,19.0,7.0,4.0,3.0,19.0,23.0,13.0,36.0,14.0,27.0,0.0,51.0,2.0,1.0,3.0,15.0,0.0,16.0,0.0,10.0,22.0,0.0,11.0,0.0,6.0,7.0,1.0,1.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,4.0,1.0,13.0,16.0,22.0,33.0,24.0,25.0,16.0,18.0,15.0,21.0,27.0,19.0,74.0,24.0,18.0,22.0,20.0,15.0,24.0,29.0,15.0,12.0,107.0,4.0,21.0,17.0,5.0,7.0,21.0,28.0,28.0,5.0,11.0,6.0,10.0,47.0,10.0,6.0,14.0,9.0
