,label,gry,b,g,r,h,s,v,l,a,bl,gry_std,b_std,g_std,r_std,h_std,s_std,v_std,l_std,a_std,bl_std,gry_min,b_min,g_min,r_min,h_min,s_min,v_min,l_min,a_min,bl_min
429,2,79.20978327548971,34.954552712298835,94.65579542685232,65.74649366801401,44.91749510500088,161.454902982378,94.6921402700863,93.56755098782342,106.3127421238834,157.9118479987227,14.35568140859349,11.689185336659142,15.319612319075464,15.447548036708431,2.9469948398119095,24.113463444596693,15.456919115095822,15.750123597695035,2.7365384466975793,5.57553658126567,36.0,1.0,47.0,25.0,19.0,30.0,47.0,43.0,97.0,139.0
430,2,75.82899211969956,36.05818372428253,90.0152662207318,63.1632467076069,45.54826162835717,152.3593190658002,90.01776194702389,89.1294144275614,107.8162514071965,155.2263248494523,15.983409628661688,11.380477870965159,17.636372314982285,16.885314266073554,2.9639334024648227,27.498833100267273,17.638344424590404,17.93980257148936,3.3170697348950786,7.083247681122268,32.0,1.0,43.0,19.0,16.0,49.0,43.0,38.0,96.0,137.0
431,3,98.90940912760804,41.47950750010624,116.49372689414864,86.28950303828667,42.35605851357668,164.66545914248078,116.49434836187481,115.54085220753835,104.35720583860962,164.69219818977606,13.107946662017595,11.003286706246458,13.182724340910415,15.702818808988175,2.6492636670637464,19.505900251594728,13.184993717672636,13.428088421288322,2.075477459032585,4.953070621232504,54.0,3.0,71.0,37.0,21.0,32.0,71.0,68.0,97.0,138.0
432,4,93.16853748578754,39.81738084765907,109.97260914931148,80.5174128887662,42.86050505097768,163.5323856803964,109.98870957931135,109.17923835280575,105.17480734228269,162.39349432203667,13.116743765761132,15.120068579359051,13.017963694472899,15.153205040634672,2.4247715205086453,30.565468363535956,13.087255667323825,13.383655469885506,3.013133425996338,6.071113391966503,44.0,1.0,58.0,31.0,20.0,21.0,58.0,54.0,96.0,136.0
433,3,75.45855872326239,38.788341381053264,87.56750405970728,65.69352705216858,43.67602460559003,145.65060707410714,87.56750405970728,87.50868938668846,110.41392345166528,153.29638013915923,18.059724111449356,16.221739238124226,18.24283640258196,19.40325475850224,2.9903317799698983,27.89813238989684,18.24283640258196,19.404031961820703,2.5832598920927525,4.357180721206674,29.0,1.0,41.0,16.0,31.0,31.0,41.0,36.0,98.0,131.0
434,1,68.85426675943224,30.58875163796459,81.27657103413517,59.12613194988468,43.48139159019313,160.51663854312764,81.28183566251596,80.57025074093755,110.08626101819337,154.2890176893705,16.962274042015345,12.67062755175457,18.808725365695878,16.403306427130623,3.2302094509541917,28.108331264018553,18.818340167494643,19.835054639856715,3.4880549507432264,6.108836580162602,5.0,1.0,6.0,2.0,9.0,3.0,6.0,3.0,99.0,116.0
435,3,83.64238221687447,50.43075494792747,95.09200153517416,73.84974482916002,44.31325851088106,125.20940086716594,95.27512291766072,95.76543472397984,111.33518142024356,150.8928801111964,20.97947012231421,21.344855741620385,19.783123717701187,24.116477457898213,4.428320228971987,33.42228008826301,20.313201285797607,21.555984043543457,3.8272170772462557,4.289705136796382,25.0,1.0,30.0,14.0,20.0,23.0,30.0,27.0,99.0,119.0
436,3,77.00695269707276,36.167766258246935,91.76857353604065,63.611570981709896,45.60961084019724,156.2786406042973,91.86182026799983,90.70973514185414,107.10229616577197,155.92072695980002,17.00959289163405,15.912511669460107,17.97182322538784,17.869516837009403,3.6740657876893676,31.452982170618103,18.28169012648881,18.69147680240657,3.7996224464399924,6.553299681190102,26.0,2.0,34.0,17.0,18.0,26.0,34.0,29.0,96.0,122.0
437,2,80.33197050773063,35.21773525350168,95.7545187778956,67.23776292752694,44.346228392474046,162.74991739205484,95.75719182304638,94.76588661751289,106.35326116440214,158.44657115379874,14.618261470587994,12.249474369619334,15.04826848172008,16.014103321357332,2.6297594922575724,21.56963501069716,15.059242012138085,15.660198122352837,2.5559266150198443,4.3318651010951,14.0,1.0,15.0,12.0,5.0,4.0,15.0,10.0,97.0,114.0
438,1,78.73680156010947,33.4476392675856,92.05629538647187,69.86997651216411,41.537402762514276,164.21454198720022,92.11448703859331,91.84666645118193,109.31997866701144,157.9450029090439,19.8730848686606,15.692439507629347,21.12303508002431,21.298286730488734,3.1625700728529114,30.07697876791393,21.258088666448753,21.99255406899247,4.1078658903809036,6.914748243029351,19.0,1.0,24.0,12.0,17.0,34.0,24.0,18.0,98.0,136.0
439,1,64.16770644781471,21.091970084456044,79.0578089028698,51.34152856615644,44.634808358083056,188.7862502855737,79.22179849920039,77.20024427534577,106.87317891851045,157.52285468252992,15.381856436444599,10.956129569417032,15.951268610238452,17.808753736393843,3.717661197790976,22.073098521361153,16.34567771377814,17.054273063806978,3.4437731099463664,5.116693595838636,26.0,1.0,33.0,14.0,13.0,39.0,33.0,31.0,98.0,139.0
440,3,67.81250329049354,44.669096269604026,75.90494129759516,60.74947205859126,45.04695022433854,105.80427851907316,75.90673132608352,76.84093900448677,115.6205549088314,144.5759679900788,16.355825642071256,13.165256184525088,17.42422463176259,16.55089086756966,3.5927911166471844,22.948897220319594,17.43073979413618,18.458362447106282,2.9197393465810784,4.8865454036879195,21.0,3.0,25.0,16.0,20.0,12.0,25.0,19.0,99.0,122.0
441,3,88.7470923171099,40.5126658859317,105.15507642080512,74.9346269323824,43.843606984268874,159.975567690469,105.48993849412633,104.2581643460264,105.31292206341033,160.0988806513987,15.8962773006072,17.185258913099304,13.748966354304931,20.831102063957058,4.584499782340029,25.80921481734039,14.80141512132065,15.3795265430343,4.593264893980225,3.6072193519421103,32.0,1.0,36.0,16.0,20.0,39.0,44.0,37.0,94.0,133.0
442,2,66.77069934640522,32.51520598173844,79.33144444444444,55.187032679738564,45.827588235294115,150.52582352941175,79.33578431372548,78.391,109.58201960784314,152.27772549019608,13.510065104164292,9.31551560889531,14.913187812269975,13.569937909037801,2.5599950853440667,18.930828329735174,14.931575544498347,15.447524117247438,2.616147364407302,5.039976714640802,9.0,1.0,12.0,4.0,20.0,14.0,12.0,7.0,97.0,122.0
443,2,70.08761332377422,20.631943028424615,87.72060954589136,54.349187221298514,45.23697952417997,196.81002791463916,87.72307559324965,85.19954645067142,103.73979386894865,161.06275454947604,17.058482511976024,8.845865236938344,19.3504073649817,16.817692099204656,2.3636698182743694,17.931733667822773,19.356682888489228,19.862076583854396,3.2464916755157094,5.995793314308384,12.0,1.0,19.0,3.0,20.0,32.0,19.0,11.0,94.0,135.0
444,3,61.96553629838124,36.8844297639627,71.6019355709356,52.625815323912526,46.7749930918368,128.25017832700354,71.61050811950159,71.09267220604963,113.31208189547147,146.36311233637292,18.690097630832067,16.34333496893459,19.39577574187514,19.06193199759127,3.658944709394304,29.116864301027462,19.425107243442575,21.126018109017988,2.951426404414074,4.32465001010678,14.0,1.0,21.0,4.0,18.0,9.0,21.0,14.0,101.0,122.0
445,2,96.84362500117646,32.749951753580824,115.58908151452692,84.51542103133147,41.50262585763899,183.66973487308354,115.62129768190417,114.28387026945629,103.35070728746082,167.99687532352635,14.830715941390164,12.044956309281755,14.680156141654196,18.276256396458876,2.9167484070885563,21.55771414956321,14.769105859745032,15.304997816218192,2.652192097069765,5.285327105843382,40.0,1.0,55.0,25.0,20.0,41.0,55.0,51.0,95.0,142.0
446,1,79.20252150545146,40.821143626311695,90.33614639076349,71.98604648996567,41.39983140284939,141.86601649643944,90.33736196690465,91.10570389310382,111.90358292231956,153.92155109378567,16.380661192094333,13.800099465724688,17.013996326776432,17.313483436352207,2.7142348471834854,25.044062139066636,17.016862290010756,17.993912414796966,2.3042345237777595,4.9668326588295395,9.0,1.0,10.0,7.0,9.0,7.0,10.0,7.0,102.0,113.0
447,3,76.06420289990909,38.25735790341932,90.84577244992643,61.48285267074691,46.80055861209264,149.96390578575915,90.97258489310451,89.70843448023768,106.85495768232218,154.49320011622132,14.791526531165381,14.397654263742753,14.712634567070893,16.53945575196195,3.475755705050065,24.351943303440464,15.202037834000945,15.61332260121388,3.3850748563505504,4.078841989020603,30.0,1.0,41.0,17.0,20.0,23.0,41.0,36.0,97.0,136.0
448,2,103.78719790056148,34.04244836466912,123.20651598990968,92.2767922532346,40.77597343152413,184.58333672389944,123.22152941655139,121.6077793148344,102.97266864675726,170.37494405565954,20.353158166537188,12.984046425943008,22.50294623296361,21.880460835467247,2.4655499833230095,24.068494941670803,22.52458203434288,22.49434540078836,3.515974612295235,8.361175955718297,16.0,1.0,22.0,10.0,18.0,43.0,22.0,15.0,92.0,135.0
449,3,87.69912526909556,35.177913909811316,104.786571109355,74.17861405564487,43.4532904597106,170.69791536092868,104.79284955173448,103.56576286889937,104.65458756846608,162.3253017957871,15.063105651329877,12.700466556179755,15.604237755773458,16.554584158193272,2.3706231417262464,22.727447078599734,15.628300165944335,16.035667815828617,2.3304616102993454,4.97700266799217,41.0,1.0,53.0,28.0,20.0,21.0,53.0,50.0,96.0,122.0
450,3,57.19138762009765,40.585639222801845,63.115413450937154,51.92364151834935,45.573744361281214,94.39816284871853,63.1255378799811,63.83117971334068,118.56739644038431,140.3492014490471,14.94583911855735,14.675523905569909,15.3303717380866,15.014417502374027,5.322120394057575,27.020355522494032,15.36133684285466,16.969832551667054,2.2889219766675373,3.8754119165137255,13.0,2.0,17.0,9.0,18.0,5.0,17.0,10.0,104.0,117.0
451,4,79.39456002095658,49.043471806850185,90.53623523761706,69.13251107860901,45.68783426837521,117.6009037525377,90.54505883123403,91.22919077037264,111.65219934947281,149.2311729136196,11.078922394967787,11.668881624377038,11.303487678748489,11.967865966162469,2.6830994543544113,23.861354608739017,11.353171260779074,11.865797930039639,2.7468520853479106,4.524276832733121,34.0,2.0,46.0,21.0,17.0,17.0,46.0,41.0,98.0,133.0
452,3,78.70796464508047,48.45426204074841,89.43721369562664,69.21183097764379,44.87878802709369,119.91796523237149,89.44152049645668,90.21214419952234,112.19265592576642,149.15389961238793,15.20376441677727,16.282934273421795,14.891094235625014,16.37578762272064,2.796888270493927,28.63720410197486,14.892481557874348,16.028497875460694,2.8255369603281015,3.972296783570022,32.0,1.0,35.0,21.0,4.0,14.0,37.0,36.0,99.0,131.0
453,3,83.53254322994266,45.83087647693565,95.91063253420019,73.64125242674614,43.458165154183035,135.07005282405527,95.91130073592487,96.40710190076301,110.20800487606664,153.63127003476455,13.22744864526389,14.595499030451304,12.891798895392002,14.67294960984941,2.353910599795039,27.870869515639832,12.893248757954959,13.790083572388209,2.833723318010972,4.554081948583721,32.0,1.0,34.0,23.0,19.0,17.0,35.0,33.0,100.0,116.0
454,1,50.091061832721294,21.043284324170752,59.86325483134597,42.017624330934744,46.40878527258511,159.33699615474828,59.912192770401035,57.90261452735754,113.5113888514735,148.44738017425334,20.39380045888713,13.085254339803912,23.36484329347191,19.89452927576151,9.35394777905348,50.90310896589687,23.399688310993817,25.037365378015636,6.091918188427981,9.873508683546524,2.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,101.0,111.0
455,4,76.07405623263806,32.80888736638708,92.16739192104095,61.00146121361016,45.97991232718339,165.16548110324302,92.18512987673351,90.57023192082684,105.36645417516365,157.6754767677741,14.159294944151851,10.945941812279484,15.61232919142254,14.10938213652904,2.2747605003337927,21.6062779673411,15.675918355203597,15.885884034876732,2.9465151761119546,5.001731656774786,27.0,1.0,39.0,14.0,21.0,40.0,39.0,33.0,94.0,134.0
456,1,74.5218761957046,37.918712307116415,87.29691736953303,63.417777112342165,44.84557606408198,149.08915247752057,87.46474854851857,86.67134966977758,109.54113223869176,153.27012526825374,21.85471429509147,18.807467417242204,22.50324519481265,23.289867601179427,4.384182047512583,33.09055615521516,22.93371499768237,24.026707525699035,3.9109701040059384,5.902719525920155,9.0,1.0,11.0,5.0,11.0,3.0,11.0,7.0,98.0,121.0
457,3,64.59797730996837,43.343858458808484,72.84417041528812,56.53044472044503,47.17737676515713,108.58667926064312,72.89525429743354,73.13748134386775,115.35996159185079,143.4842192604344,20.32353959979128,19.0124490201006,21.003968389196498,20.63764411747656,4.305356076644516,36.415221485619234,21.14658909187551,22.982637747800336,3.4199269272068458,5.203133035012659,16.0,1.0,21.0,10.0,16.0,10.0,21.0,14.0,98.0,122.0
458,1,81.82906038776818,36.18531377087338,96.49690805213821,70.41563492789813,43.181065251212594,160.90631986298683,96.5233170782727,95.9533985278929,107.41821699852267,158.51313914419066,14.89970301814854,13.397190912981445,15.33654732951863,16.136446821702158,2.7354705838260673,22.812146910363776,15.43762324925248,15.917235419987266,2.692619806110749,4.715087170823332,11.0,1.0,15.0,5.0,9.0,8.0,15.0,9.0,99.0,121.0
459,3,85.63864840127837,36.27836677078328,103.02359446036581,70.36667066784702,44.96584992572809,167.3434738247783,103.05556889282339,101.49032964724594,104.09803141926868,160.8262187345267,15.424514211317096,13.744353016281499,15.53733283210375,17.433307381106985,3.019058289729864,26.33572490560989,15.656473020050607,16.301154787862515,2.4699524027742625,4.821967765946221,29.0,1.0,42.0,15.0,21.0,55.0,42.0,36.0,94.0,144.0
460,2,68.82983721526927,38.633777118909826,78.75216808735068,60.86955554922029,43.699358554038255,130.89970636029307,78.76748866778802,79.08648972261025,113.16344043105168,149.25388146078626,15.732845991075145,12.183149554812811,16.87337515297811,16.141530167920926,3.0153807220328517,23.339309005209447,16.924954795276573,17.596152756383137,2.8294691175769398,5.143557850394349,29.0,6.0,37.0,21.0,16.0,43.0,37.0,33.0,101.0,136.0
461,2,101.53568244596116,43.583916748271676,117.54161612323341,92.19464215249258,40.21086476769507,164.37512970784678,117.58269149262675,117.47228271195358,106.59445654239072,164.46083188401562,18.92446725157688,24.1396092474661,16.71204940449271,22.86326121495178,3.0436266909415255,36.335627938869266,16.827796059462305,18.111609586846043,4.412946750389066,6.442680343359481,32.0,1.0,44.0,21.0,19.0,17.0,44.0,39.0,98.0,135.0
462,1,76.37871719302166,36.604997171017246,88.92676658332519,66.97036721467182,42.70154215790356,153.53636084259932,89.03374631598061,88.78801698490076,109.97709273252971,155.10833461371922,18.901062568986465,16.648745492977028,19.405086277753938,19.95328817709865,3.4706987743795703,25.721100899221586,19.724248748650073,20.417577691797817,3.1558386682138804,4.642299464756466,5.0,1.0,7.0,4.0,9.0,1.0,7.0,3.0,100.0,124.0
463,1,56.189442544441285,21.531646730656135,68.0627466350258,46.18519035526182,44.576409507497864,175.2884931330334,68.0634929157025,66.26974019768384,110.56663105279264,152.40521430067056,15.595947483395394,9.551570799633296,17.814865987953052,14.780849920510192,3.071339282204295,28.591999762329074,17.81641007557988,19.160244240223943,3.7628906565836995,6.583555455424761,6.0,1.0,8.0,2.0,14.0,3.0,8.0,5.0,102.0,124.0
464,3,87.59197138232838,44.29745054174699,100.7336113316083,78.37161221817883,42.15853117944806,144.14304712225396,100.7479201674175,101.17212869705061,109.47410389369401,156.75340968836016,14.954721454295957,13.810531588989482,15.30155455713361,16.331524651672108,2.5188855193281667,26.13721141955286,15.367101046800517,15.890355778660934,2.5836373972278324,5.4358166103189784,34.0,1.0,45.0,21.0,20.0,15.0,45.0,42.0,98.0,127.0
465,2,85.60474808467326,40.866387294367925,99.48844843633229,75.43377393871872,42.514550064417335,151.32378764746068,99.4938723298901,99.54104140590255,108.50692543636438,157.71542669032456,13.816618788836601,13.60014977968946,14.154861209153626,15.220836785692743,2.442741235430636,26.648736985546165,14.176346668493776,14.7409693369672,2.904724962562843,5.436661718208724,28.0,1.0,34.0,23.0,18.0,40.0,34.0,30.0,97.0,134.0
466,2,75.18463039236939,26.169631888540415,92.34314618108245,60.20598309126382,44.54279933521208,184.7349013657056,92.35056723751717,90.41752294240914,104.35528578654527,160.80596863935256,15.940063035423293,12.219846072620307,17.392712774313782,16.428663283468886,2.60824341936199,23.27343400009611,17.389167834108672,17.667743868425287,4.010571430966438,4.67604005571732,30.0,1.0,30.0,19.0,20.0,42.0,36.0,29.0,93.0,138.0
467,2,69.74253458907262,38.95585483326686,80.25240973095684,60.887210479491976,44.370672147743655,132.56846949105747,80.26106083381906,80.42302052336105,112.36007608062091,149.72999355768937,15.082270317401782,12.22156192616627,15.899434916172561,15.706659147601883,2.8753172400108356,22.353292013996988,15.932750718717989,16.743824383350933,2.5756299165180154,4.64323257176339,26.0,5.0,33.0,18.0,16.0,25.0,33.0,27.0,100.0,130.0
468,2,70.30967406577163,39.4624481209847,80.76615254664036,61.59207459207459,44.28485335802409,131.97384729092047,80.8402085719159,80.95398097837122,112.44906313198996,149.72269194220414,17.11144678184923,13.327897963246322,17.878995504570543,18.171837054930663,3.4556878814042262,22.760909745371947,18.170161644765063,18.79090641990528,2.738240266887181,4.977490384964713,13.0,1.0,18.0,8.0,16.0,14.0,18.0,11.0,100.0,129.0
469,1,70.50533840028955,24.41895868782951,84.61825217851276,60.3900999471032,42.37258832372839,185.8675770483588,84.62594309418414,83.411091622818,108.20831593307163,158.6843105320304,21.07864425794356,15.29973599525132,22.632282013624582,21.59370520158863,3.0622782543767264,27.19580527705441,22.644078888760077,23.5910386862773,3.309230809095339,6.104402852471257,10.0,1.0,13.0,6.0,2.0,2.0,13.0,8.0,99.0,114.0
470,3,93.74424779310046,50.56972437794279,105.44412806531058,87.21759440195038,40.099547763943946,133.9984243078431,105.50577857182736,106.91027239623075,111.43562304977078,156.2800947896699,14.498301283336476,13.498331458280578,14.49466288245887,16.168731711326902,2.4626183153813357,22.17239095557114,14.748772059232456,15.021676197200541,2.2875335236104295,4.660376346145533,29.0,1.0,38.0,21.0,18.0,27.0,38.0,33.0,102.0,129.0
471,1,88.17722173365341,38.50925364618622,102.62267368621205,78.76186033798398,41.36459843605162,162.22720034226225,102.69218382335464,102.4596712856226,107.97787773631545,160.4580788153923,19.99869439351274,14.688627586045788,20.57863983309386,22.0781629690779,3.202254887411773,21.941369797713456,20.759107376155306,21.643241515931624,3.1796642170434555,5.104908759711589,12.0,1.0,17.0,6.0,16.0,38.0,17.0,10.0,99.0,134.0
472,1,78.04417858248388,39.16675357689926,91.33260200174868,66.80204084957559,44.38833459159122,147.8409335317568,91.34757438674045,90.93771009943575,108.96278898006398,154.6453548677901,17.04626499657163,15.264589435773116,17.999720135329582,17.08406941304579,3.3371594265007087,27.413575355592226,18.035172515308307,18.706009464964694,2.989921859113089,4.886321564284263,6.0,1.0,7.0,2.0,4.0,1.0,7.0,5.0,98.0,101.0
473,2,81.65705687393782,28.029123746272703,98.29998701379361,69.42288169565978,42.61602610792102,183.02825346816402,98.34249707810356,97.14523660303425,105.34983146162575,162.79753375002116,14.427027667285587,11.470110565823012,15.048310950405577,16.731511375389537,3.2913917682484475,23.30924890743028,15.109338920286838,15.551840526769361,3.1271603234288716,5.48281648571533,15.0,1.0,14.0,13.0,12.0,38.0,21.0,11.0,97.0,134.0
474,3,74.46853189496034,41.86856183026681,84.76940944292612,66.67894938161417,42.785064499498304,133.25731613346713,84.79467705902245,85.33693296154422,112.79466042829662,150.54530486892216,19.3615046223283,18.00034610070884,19.941008126055003,20.01855359502507,2.839335281082929,31.780127464422467,20.03009051517244,21.302489927176143,3.3403597225846697,5.117852277250942,24.0,1.0,32.0,16.0,16.0,19.0,32.0,26.0,99.0,131.0
475,1,79.3470704443722,40.69370076771112,90.99647903173373,71.25359973992848,41.92580459626397,143.3261696966666,91.00166045662557,91.50702443171872,111.20921753482207,154.21544924854334,16.87354192952111,14.599608811176433,17.701838047234265,17.25435411310135,2.9456930866201994,23.036950001644964,17.708836721834754,18.459500779880663,2.722234002406236,4.475918195562999,19.0,1.0,23.0,16.0,18.0,10.0,23.0,17.0,101.0,125.0
476,3,73.98450086138659,26.184509813051474,90.34021860595055,60.11175327094101,44.32392210271453,182.0203007868883,90.37134492713135,88.6574766028775,105.25458048144527,160.06023303999626,14.81224151684281,10.787341526770687,16.075366161419502,15.649552409774486,2.2937975426821415,20.741749228291987,16.179303772318438,16.58579341784868,3.1052390247013038,5.274471503009453,30.0,1.0,40.0,20.0,21.0,56.0,40.0,35.0,95.0,143.0
477,4,67.49175794185074,41.44413379021742,76.91275184066568,58.92340162293949,45.441941705178124,122.14493650158292,76.93660468444865,77.14261368460633,113.72306927210315,146.72123163882924,18.695057179780754,17.2579506275334,19.21986548310183,19.11826613253599,3.501592260201787,29.184476357667428,19.30255273156493,20.640475501232718,2.8254759716506883,4.148968328306094,19.0,2.0,25.0,9.0,16.0,8.0,25.0,18.0,98.0,126.0
478,3,72.38834301272409,29.28806683756649,88.21009584243635,57.77857981929364,45.86125901610548,169.97209810401046,88.21905979997146,86.57319375981204,105.72530657503266,157.52583244590338,12.250888199172927,9.840092826456207,13.900723112228423,12.460149476909987,2.4593797508833184,24.924257033713015,13.934482376330404,14.083598329557757,3.2471282013538776,5.997267526432364,29.0,2.0,28.0,21.0,18.0,44.0,32.0,27.0,96.0,136.0
479,4,58.75709367778065,35.60172904859173,67.4296194010529,50.57403891334158,46.13545832014806,126.124756671749,67.47436782601191,67.03996816355495,114.56613254317578,145.09864023858154,17.426342854282154,16.53904805465313,17.805594168097,17.679788653685517,3.7744939422523913,30.45767418283667,17.976505084409652,19.496692314763003,2.441686185621224,3.463129618808705,15.0,1.0,22.0,7.0,14.0,5.0,22.0,14.0,98.0,112.0
480,3,67.4441119374343,44.12009878905533,75.72834424487843,60.077333837656234,45.15532403673399,109.79157187435685,75.74869701133058,76.51347487748848,115.31460849153683,144.79640558685944,17.19302973667246,16.021946175022105,17.73469193434325,17.39589066854274,3.5254925283652616,26.688786177040775,17.808092840050975,19.091198791395552,2.6548586616345786,4.035666940324867,16.0,2.0,23.0,9.0,15.0,2.0,23.0,15.0,98.0,121.0
481,1,82.82646204821135,40.79629172688498,94.54895818187426,75.79142928899053,40.774352330464595,147.5268292682927,94.55542190439682,95.33981468018453,111.31644922651228,155.92410082878405,18.35637788491383,18.03955108724815,18.448800498118025,19.675758743383753,3.464743636081201,31.728930886369543,18.466364219127943,19.43872611437704,2.9300443469584825,5.757442084765502,14.0,1.0,15.0,12.0,8.0,1.0,15.0,10.0,103.0,117.0
482,3,84.22985673818293,38.878654285088956,98.52733605557883,73.44573122307197,42.84031091128523,156.05301500153203,98.57150271703446,98.30494569057699,107.93868069060825,158.18547121319185,15.047745470968788,14.439997822250575,14.91962909287027,17.193494486903894,2.909084295111913,26.96474916995037,15.09932051016932,15.798352132550873,2.9279389588235443,5.209974725381219,32.0,1.0,43.0,19.0,18.0,31.0,43.0,38.0,99.0,135.0
483,1,89.01636895799959,27.091649473341295,106.35054743866158,78.60432048950291,40.934126291065674,189.83385226896323,106.35347433843634,105.23671151367694,105.19676475193621,166.40771834310974,20.17078465893741,13.177538797259476,22.307494548990416,21.715089332832832,3.0362375953989953,29.42617092257402,22.30714733978073,22.797707983168614,4.106334843561144,8.544791568261694,8.0,1.0,10.0,2.0,4.0,1.0,10.0,6.0,96.0,110.0
484,3,71.4561490876196,40.68987746598562,84.03270314969983,58.536865285684264,47.79562130501923,133.1982931130584,84.03401895119656,83.43629327753361,109.53303666882921,150.15942671259788,11.389823512942872,11.109641198616261,11.911518502003714,11.327986008028901,2.6456643841441534,20.642343617719703,11.910397843912248,12.484360993906463,2.0324002851295266,3.0085388861260816,26.0,3.0,31.0,21.0,18.0,19.0,31.0,27.0,100.0,135.0
485,2,66.30653004006123,39.067621087218,76.1218260415628,57.45143976677479,45.82408835760665,125.80439793769686,76.12438339130384,76.0505663121961,113.28973716779382,147.39613699417558,18.719741560249428,14.766495895919563,20.3450926913837,18.480757695206616,3.2980674014579505,30.44120898883492,20.34845494528921,21.487875881089824,3.602100706366945,6.468441478045823,3.0,1.0,4.0,1.0,15.0,14.0,4.0,2.0,97.0,126.0
486,1,73.79777835582917,32.19628680437798,86.72569534764973,64.2728306213089,42.34810254631637,163.31104945229632,86.92505563744616,86.3340558975693,109.52491883195083,156.20022736687957,17.851950408085,15.512638636362642,18.432893786372105,19.324931003002543,3.732668565109824,25.498880937357185,19.055546365722506,19.50666663273817,3.941605804982302,5.129754355457491,11.0,1.0,15.0,5.0,18.0,14.0,15.0,9.0,99.0,120.0
487,4,94.10853706499537,45.88853788037376,111.19101508481242,78.96990015351238,45.0331066593928,150.4094784384872,111.22931071668718,110.09417541010644,104.47888887479225,160.02509483513276,12.328799431983297,11.651092199834299,12.105882006229157,14.866324808185539,3.0960528575083934,20.220774456010584,12.267781746498803,12.592390036297177,2.7023038904202443,4.652282126670147,47.0,1.0,61.0,30.0,20.0,30.0,61.0,58.0,96.0,139.0
488,4,91.12522345739718,66.02936080844474,101.4902276163472,80.3430329545089,48.51718496528081,91.05452590267598,101.49023680739695,103.06286218480443,112.90508862469727,145.53571871711327,14.722507486745773,16.64821299653428,14.42844244611409,15.708660883151941,4.591755136175184,25.413221590210725,14.428469525199421,15.148163580759876,2.769461372576936,4.701874432329892,39.0,3.0,51.0,24.0,29.0,14.0,51.0,47.0,96.0,124.0
489,2,49.87261417797002,34.185321181766774,55.887301808781736,44.05434423400333,47.59732534314482,100.62722519240938,55.88837400583099,55.05277265750648,118.39545711578994,139.75191857177478,21.092895816277046,16.39519137520818,22.56281686992657,20.645977482344424,5.245623301530253,25.118159745393655,22.564998274433346,24.854713702190633,3.184337092007698,5.221707074718372,10.0,3.0,11.0,7.0,13.0,6.0,11.0,8.0,98.0,121.0
490,2,82.57228612629531,31.88700580761642,100.34620543948489,67.0246207675196,44.86342600355478,175.00528186726584,100.35252132309378,98.5848843578479,103.63177280704696,161.6304369697173,14.129082074133553,11.59509097086685,14.733121631389412,15.669196124085694,2.466446319645892,21.968755347633387,14.757554768989076,15.165691434370062,2.4232772948745707,4.820525780193486,35.0,1.0,48.0,21.0,22.0,31.0,48.0,43.0,95.0,138.0
491,3,72.8638500868459,51.12606661969626,81.02315727670818,65.14781906695697,46.432502385204394,96.40375761430633,81.0284365290995,82.35782958631994,115.61507449176798,143.562125400592,17.314806989074345,16.229394592010525,17.691046359629933,18.098831957603295,3.8687262781395995,27.864327037579734,17.71009743273873,19.026704552616724,3.1216386422297036,4.810366998616548,19.0,3.0,24.0,13.0,21.0,12.0,24.0,18.0,99.0,122.0
492,3,81.0102358626499,45.84165724546119,93.95242845425727,69.0419299062313,45.69920861874044,134.15283966216666,94.00161823058677,93.82414488705638,109.31479018421227,152.40723437742457,17.675576518654086,16.745751908885893,17.373491857244925,19.724985204892004,3.3299240897735642,29.121205715903486,17.554101844996726,18.733195386057165,3.2049049036856276,4.313374219734673,26.0,1.0,37.0,11.0,15.0,16.0,37.0,31.0,98.0,132.0
493,2,90.56753257778344,35.64728447405613,105.7293868585254,81.80105798208753,40.42179209643873,171.5278555965873,105.76134386009593,105.6420423192835,107.50901460163844,162.9498652319708,17.661102947157755,16.78354239893173,17.962713129699743,19.51330270600744,2.2179721169257505,32.7341846729974,18.03107376725274,18.575494075277245,2.9544491376333837,6.111628752571454,20.0,1.0,27.0,14.0,22.0,39.0,27.0,20.0,97.0,136.0
494,3,93.39567550578002,39.55444848742643,109.28499785069494,82.72421411700539,41.6946276617872,164.05273886174652,109.31128408266274,108.93732811337237,106.35845786206546,162.6357829248113,13.992455688352983,13.23753865976312,13.875556207996715,16.32064786320109,2.648013569042102,25.120278747170175,13.978813522575647,14.46876325508604,2.146987705424582,4.941226482608436,39.0,1.0,48.0,27.0,18.0,43.0,48.0,46.0,97.0,140.0
495,2,81.16510670970742,35.89696530541616,94.03730919590572,73.16008348608476,40.974137697968544,159.1799384668624,94.03783368750034,94.23452344261143,109.90013031182917,157.92969109067215,18.215489385266242,13.453894302194664,19.33298884480226,19.47668428700925,2.6404531226392693,25.206356584822263,19.33442576798176,20.00955279491405,3.192022622656128,5.910216386974166,21.0,1.0,25.0,18.0,22.0,27.0,25.0,19.0,98.0,122.0
